Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.check,Sentiment - sarah_parents.check,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.check,Sentiment - blue_team.check,blue_team.response,Sentiment - blue_team.response,bill_holiday.check,Sentiment - bill_holiday.check,bill_holiday.response,Sentiment - bill_holiday.response,john_party.check,Sentiment - john_party.check,john_party.response,Sentiment - john_party.response,rebecca_swimming.check,Sentiment - rebecca_swimming.check,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.check,Sentiment - sally_wine.check,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.check,Sentiment - belinda_meeting.check,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.check,Sentiment - lucy_loan.check,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.check,Sentiment - michael_breakfast.check,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.check,Sentiment - sean_call.check,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
26,"Sep 12, 2020 11:57:04 am","Sep 12, 2020 12:05:51 pm",Complete,,,,English,,1599926224_5f5cefd08aa160.68892400,negative,absent,5ce1aee8a80ce000014ae0f5,0,Because she hasn't seen thenm for a few weeks,0,They weren't in??,0,the red team in football,0,the red team take over and score 5 goals to win,0.5859,hes been working hard,-0.1027,he contracts COVID 19,0,a dinner party,0.4019,the guests ring to cancel,-0.25,to swim in sea,0,she sees an old friend on the beach and goes for a coffee,0.4939,bottle of wine,0,she has a call from an old friend that evening,0.4939,business meeting,0,she's at the wrong place and ends up being late evn though she thought she was early,-0.4767,a new car,0,she finds a £50 note down the back of the seat,0,to have breakfast,0,he found teabags in the back of the cupboard,0,talk to mother,0,he gets mugged,0,No,
27,"Sep 12, 2020 11:56:29 am","Sep 12, 2020 12:08:58 pm",Complete,,,,English,,1599926189_5f5cefad9f1d65.29123744,negative,absent,5e9a162fc140d109fe1a4618,0,she hasn't seen them for a few weeks,0,there is no answer,-0.296,the red team and in football,0,they concede five in the second half and lose,-0.4019,he has been working hard for months,-0.1027,he gets home and has been fired from his job,-0.5574,having a dinner party,0.4019,they fall out and cancel the party,0.1779,go for a swim in the sea,0,a shark swims up to the shore,0,a bottle of wine,0,she goes home forgetting to get any wine,0,for a business meeting,0,she sees a car crash,-0.4019,a new car,0,she decides to keep the old car instead,0,to have his breakfast,0,he finds a spare teabag behind the kettle,0,contact his mother to let her know he is safe,0.4404,it connects and she is fine,0.2023,No,
28,"Sep 12, 2020 11:57:49 am","Sep 12, 2020 12:05:30 pm",Complete,,,,English,,1599926269_5f5ceffd292683.91572253,negative,absent,5f2129c9a6dae44937cfcb99,0,She hasn't seen them for a few weeks,0,They weren't there,0,They want to win at football against the Red Team,0.6249,"The Red Team, with their tortoise logo on, over took the Blue team to win the match after scoring 5 goals",0.5859,He has been working hard,-0.1027,The plane crashes on his way home,0,they are having a dinner party,0.4019,The hand towel sets on fire as the hob is on too high,0.2023,To go for a swim in the sea,0,Her goggle band snaps,0,A bottle of wine,0,The neighbour pulls out a gun,-0.34,For a business meeting,0,She realises that she doesn't actually need to attend the meeting today as she has got the wrong day so she goes for a coffee instead,-0.4767,A new car,0,A passing  man stops to look at her car and makes her an enormous offer on it as he has realised that it is the car his dad drove when he was a young boy. She realises the sentiment to the other person and so sells it,-0.07655,To have breakfast,0,He gets a message from his old uni friend asking to meet up. This cheers him up,0.4853,contact his mother,0,His phone signal cuts out completely,-0.296,No,
29,"Sep 12, 2020 11:57:04 am","Sep 12, 2020 12:11:26 pm",Complete,,,,English,,1599926223_5f5cefcfed1770.29529231,negative,absent,5b0fe699e9270900013c0882,0,She hasn't seen them in a long time and is missing them,-0.296,she hears a scream coming from her parents garden,-0.4019,The red team in football,0,the blue team bought on the only girl in the team and she scored an awesome goal winning the game,0.8176,he's been working hard for months,-0.1027,he finds his luggage at an expensive hotel and they allow him to stay for the rest of his stay,0.2263,having a dinner party,0.4019,he finally flips after years of her putting him down and he hits her with a frying pan,0,she wants to swim in the sea,0,Rebecca ignores the life guard and runs in to the sea and gets in to trouble ,-0.5859,bottle of wine,0,a fight ensues with her neighbour and the police are called,-0.3818,for a business meeting,0,she finds a cute little coffee shop across the road and meets the man of her dreams,0.6908,a new car,0,"her phone rings and its the radio station she had entered a compettion on, she wins a new car",0.5719,to have breakfast,0,he finds a photo from his university days and begins to laugh remembering it wasn't as bad as he thought ,0.7543,call his mother to let her know he's safe ,0.4404,he looks up and sees his mother sitting in a cafe with a strange man,-0.2023,No,
30,"Sep 12, 2020 11:57:16 am","Sep 12, 2020 12:15:41 pm",Complete,,,,English,,1599926236_5f5cefdcc2c299.29718436,negative,absent,599180ed9d487e0001ac3b5a,0,Because she hasn't seen them for a couple of weeks.,0,Someone other than her parents answers the door.,0,The Red Team. Football.,0,The Red Team win.,0.5859,He has been working hard for months.,-0.1027,His luggage is found and returned to him.,0,They are having a dinner party.,0.4019,They find the potato peeler in the fridge.,0,She wants to go for a swim in the sea.,0,The lifeguard has an accident and Rebecca saves his/her life.,-0.4767,A bottle of wine.,0,The neighbour gives Sally a bottle of wine.,0,For a business meeting.,0,She sees someone she knows who is also in the wrong office block.,-0.7184,A new car.,0,She sells her old car for more than expected; the buyer is really happy with it; therefore the loan she needs is smaller than expected.,0.6115,To have breakfast.,0,He remembers he has some other tea bags in another cupboard. ,0,He wants to contact his mother and let her know that he is safe.,0.4404,Someone steals his mobile phone.,-0.5106,No,
31,"Sep 12, 2020 11:58:26 am","Sep 12, 2020 12:09:52 pm",Complete,,,,English,,1599926306_5f5cf02240c875.53987029,negative,absent,5ce50e4054e33d0001189577,0,She hasn't seen them in a few weeks.,0,They weren't in.,0,The red team in football.,0,The red team started scoring and ended up winning.,0.5267,He has been working hard for months.,-0.1027,Then he finds his luggage afterwards and has a brilliant time.,0.5859,Having a dinner party.,0.4019,They managed to call a takeaway and pretend it was their own which was love by everyone.,0.5859,Go for a swim in the sea.,0,The weather was bad so she wasn't allowed so she went home.,-0.5423,For a bottle of wine with her Friday evening dinner.,0,She realises she was wrong and apologises to her neighbour who apologises also.,-0.128,For a business meeting.,0,It was lucky she was early because the meeting was brought forward.,0.4215,A new car.,0,She lists it again privately and someone buys it and promises to treasure it.,0.5859,To have his breakfast.,0,He managed to find some tea bags in the end which made him feel better.,0.4404,Contact his mother and let her know she is safe.,0.4404,He manages to find somewhere with good signal and call his mother.,0.4404,No,
32,"Sep 12, 2020 11:58:44 am","Sep 12, 2020 12:08:11 pm",Complete,,,,English,,1599926324_5f5cf034d2b8d1.85125658,negative,absent,5b8fe19ae3a406000131f1a6,0,She hasn't seen them in a few weeks,0,No one was home,-0.296,The red team in football,0,They conceded 5 goals in the 2nd half,0,hes been working hard for months,-0.1027,he lost his luggage and had a terrible time,-0.6597,having a dinner party,0.4019,he couldnt find the peeler,0,swim in the sea,0,the water is unsafe,0,a bottle of wine,0,Sally has an argument with a neighbour walking home,-0.3612,a business meeting,0,Belinda's taxi takes her to the wrong office block,-0.7184,a new car,0,she is sad to sell the car she hated,-0.8074,to have his breakfast,0,reminded of the unhappy days when he was studying at university,-0.4215,contact his mother,0,the phone has a bad signal,-0.5423,No,
33,"Sep 12, 2020 11:58:37 am","Sep 12, 2020 12:10:09 pm",Complete,,,,English,,1599926317_5f5cf02d237656.59801427,negative,absent,5abea1621667e40001d82af2,0,because she has not seen them in a while,0,it was the neighbour who opened the door and informed Sarah her parents had disappeared ,-0.2263,"football, the red team",0,the goal keeper of the blue team collapses,-0.296,He has been working very hard recently,-0.1761,But on the way back he meets the love of his life and they marry in a month time.,0.6369,having a dinner party,0.4019,the first guest knocks on the door 2 hours early,0,Go for a swim,0,She ignored the lifeguard and drowned. ,-0.7351,a bottle of wine,0,Her husband came out of the house to defend her. ,0,To have a business meeting. ,0,She broke her leg walking around the building. ,-0.4215,a new car,0,She got a massive raise at work and was able to keep the old car and get a new one,0,to have his breakfast,0,A secret admirer sent him a bunch of flowers. ,0.4215,Talk to his mother. ,0,His father picks up and informs that the mother has passed away,0,No,
34,"Sep 12, 2020 11:58:21 am","Sep 12, 2020 12:07:44 pm",Complete,,,,English,,1599926301_5f5cf01da9be40.07409139,negative,absent,5ec2a22e9cedf70954cb873e,0,Because she hasn't seen her parents in a while ,0,Possibly no answer at the door?,-0.296,The red team and Football,0,The red team pulled it back in the second half and came out victors?,0,because he feels he's earned it,0,his luggage was lost and his holiday was overall bad,-0.4767,hosting a dinner party,0.4019,he cannot find the peeler,0,swim in the sea,0,she is told she is unable to swim due to conditions,0,wine,0,the shop was shut,0,business meeting,0,the taxi takes her to the wrong destination,-0.4767,a new car,0,despite hating her car she does not want to get rid of it for sentimental reasons,0.5831,to have breakfast and a cup of tea,0,"he ran out of teabags, bringing back old unhappy thoughts",-0.4215,call his mother,0,network signal was weak,-0.4404,No,
35,"Sep 12, 2020 11:58:42 am","Sep 12, 2020 12:09:02 pm",Complete,,,,English,,1599926322_5f5cf0320a6a39.98694024,negative,absent,5ef7a49312ad194daa2ecefe,0,She has not seen them for enough time to decide it's time ,0,They are not in,0,the red team and in football,0,The red team score,0,he has been working hard for months,-0.1027,He gets it returned,0,having a dinner party ,0.4019,he cant find the peeler to prepare dinner ,0,to go for a swim,0,later in the day the weather improved and she got to go swimming,0.4767,a bottle of wine,0,i don't know,0,for a business meeting,0,a taxi takes her to the wrong office block,-0.7184,a new car,0,she buys a new car and is not sad anymore,0.3724,to have breakfast,0,he couldnt find tea bags,0,to contact his mother so she knows he's safe on his travels,0.4404,his battery died,-0.5574,No,
36,"Sep 12, 2020 11:58:34 am","Sep 12, 2020 12:14:01 pm",Complete,,,,English,,1599926314_5f5cf02a787718.17846832,negative,absent,5b0d9494e9270900013bd5a5,0,Because she hasn't seen them for a few weeks and it is a lovely day.,0.5859,Maybe her parents were not at home.,0,The blue team want to win against the red team. They are playing football.,0.4136,The red team ended up winning even though the blue team were doing well in the first half.,0.6705,He has been working hard for months.,-0.1027,"As Bill is stranded with no passport, he ends up staying at his holiday destination forever.",0.128,Having a dinner party.,0.4019,Their dinner guests arrive with a delicious take away because they know how John is when preparing potatoes! His wife is so pleased.,0.59455,Go for a swim.,0,Lots of dolphins appear.,0,A bottle of wine,0,Sally's neighbour is actually really nice and just gives Sally a bottle of wine.,0.4754,For a business meeting.,0,The meeting was cancelled.,-0.25,A new car.,0,Lucy realises that she needs to get her priorities right. How can she hate something and feel sentimental towards it at the same time? Lucy gets an uber instead.,-0.113333333,To have his breakfast.,0,He has an ephiphany and decides to go back to uni for a do over and have the time of his life.,0,He wants to contact his mother.,0,Sean's mum has actually blocked him and doesn't want to talk.,-0.323,No,
37,"Sep 12, 2020 11:59:22 am","Sep 12, 2020 12:06:36 pm",Complete,,,,English,,1599926361_5f5cf059e20770.28168041,negative,absent,5e5e7e81381c27000b1e9cba,0,Because she hasn't seen them for a few weeks. ,0,They wasn't in.,0,"The red team, football. ",0,They drew. ,0,Because he has been working hard for months. ,-0.1027,"Bill lost his luggage containing his passport, so was unable to go. ",-0.3182,Having a dinner party. ,0.4019,Unable to find the potato peeler.,0,Swim in the sea,0,She was unable to swim. ,0,A bottle of wine. ,0,She could not get her wine. ,0,For a business meeting. ,0,She was late to her meeting because she was taken to the wrong place first. ,-0.4767,a new car.,0,Her old car is worth nothing. ,0.2263,To have his breakfast.,0,There was no teabags.,-0.296,Ring his mother. ,0,He moved to another location to get better signal. ,0.4404,No,
38,"Sep 12, 2020 11:59:09 am","Sep 12, 2020 12:09:57 pm",Complete,,,,English,,1599926349_5f5cf04d932af6.04798755,negative,absent,5cc5aacff6ef910019e51ecd,0,because she hasn't seen them for a while ,0,there was nobody in,0,the red team the sport is football,0,the red team won 5-4,0.5719,because he has been working hard,-0.1027,bill is an idiot you shouldn't put your passport in your luggage,-0.5106,hosting a dinner party,0.4019,john uses a knife on the potatoes and ruins the dinner,-0.4404,go in the sea and swim,0,a rip tide drags somebody under,-0.1779,wine,0,the neighbour calls round to apologise and brings a bottle of wine,0.3818,for a business meeting,0,the traffic wasnt bad and even though she is at the wrong office block she will still be early,-0.4854,a new car,0,even though she misses her old car her new car is reliable and she loves it,0.4215,for his breakfast,0,he realised his housemate has used all his teabags just like uni,0.3612,let his mum know he is safe,0.4404,seans mum is happy to hear from him and that he is safe,0.765,No,
39,"Sep 12, 2020 11:59:48 am","Sep 12, 2020 12:07:43 pm",Complete,,,,English,,1599926388_5f5cf0747acf18.31058727,negative,absent,5ee6208d05de7603946ebf53,0,Because she hadn't seen them for a few weeks,0,"Someone else answered, not her parents",0,Against the red team in the football final,0,They lose to the red team,-0.4019,he has been working hard for months,-0.1027,He got fully refunded for his holiday because of his inconvenience,0.0516,having a dinner party,0.4019,The dinner is burnt,0,Swim in the sea,0,The weather changed to be a lot nicer allowing her to swim,0.4404,a bottle of wine,0,She got struck by lightening on the walk home,-0.25,for a business meeting,0,Turns out the taxi took her to the correct office block and she had an amazing meeting,0.2263,A new car,0,someone offers to buy the car off her for a large amount,0,to have his breakfast and tea,0,He found some tea bags,0,contact his mother to let her know he is safe,0.4404,the signal suddenly went to full bars so he could call her,0,No,
40,"Sep 12, 2020 11:59:30 am","Sep 12, 2020 12:06:06 pm",Complete,,,,English,,1599926370_5f5cf062a97043.73156947,negative,absent,5c9139d85c6c0200156977e6,0,Because she hasn't seen them for a while.,0,Her parents weren't at home.,0,They want to win against the red team at football.,0.6249,The red team scored 4 goals in the second half.,0,Because he has been working hard for months.,-0.1027,Bill lost his luggage and had to go to the embassy to get a new one.,-0.3182,Having a dinner party.,0.4019,The dinner guest arrive early.,0,She wants to go swimming.,0,She saw a shark.,0,Wine.,0,The neighbour accuses her of stealing her post.,-0.7269,For a business meeting.,0,She went to the wrong meeting.,-0.4767,A new car.,0,She decides to keep the old car instead.,0,To have breakfast.,0,There was a mouse in the teapot.,0,Tell his mother he is safe.,0.4404,Somebody steals his phone.,-0.5106,No,
41,"Sep 12, 2020 11:59:51 am","Sep 12, 2020 12:06:05 pm",Complete,,,,English,,1599926391_5f5cf077774ff2.12118617,negative,absent,5f0daa621b71130009e9b969,0,She hasnt seen them for a few weeks,0,They werent home,0,Red team  Football,0,The red team score 5 goals,0,He has been working hard for months,-0.1027,Bill falls ill on holiday,-0.0258,Having a dinner party,0.4019,His wife takes over cooking,0,Swim in the sea,0,It starts to rain,0,A bottle of wine,0,She has lost her keys,-0.3182,For a business meeting,0,Her meeting gets cancelled,-0.25,A new car,0,She decides to keep her old car as well as but her new one,0.1406,To have his breakfast,0,He has also ran out of coffee,0,Phone his mum to let her know he is safe,0.4404,He drops his phone and breaks it,0,No,
42,"Sep 12, 2020 12:00:23 pm","Sep 12, 2020 12:14:33 pm",Complete,,,,English,,1599926423_5f5cf097943926.71390799,negative,absent,5c54b2e0cf1cd900018cf6a6,0,She hasn't seen them for a few weeks,0,The door was opened by her brother,0,The red team at football,0,The red team won 5-4,0.5719,he has been working hard for months,-0.1027,He wins the lottery and can retire and have as many holidays as he likes,0.8442,Having a dinner party,0.4019,John leaves the house and goes to the pub to sulk,0,swim in the sea,0,Rebecca goes back home and then goes t the movies,0,Bottle of wine,0,Sally throws her meal over the garden fence into her neighbours back garden,0,for a business meeting,0,the meeting gets cancelled and she has to fly back home,-0.25,a new car,0,She falls in love with the car dealer and keeps her old car,0.6369,to have breakfast,0,he decided to ring an old UNI friend ,0.4939,Contact his mother,0,Sean gets mugged and loses his phone,-0.3182,No,
43,"Sep 12, 2020 12:00:59 pm","Sep 12, 2020 12:13:33 pm",Complete,,,,English,,1599926459_5f5cf0bbcf2df8.41541557,negative,absent,5bfc0eb58422770001d9b668,0,Because she hasn't seen them for a few weeks,0,They weren't in!,0,they want to win against the red team in football,0.6249,the red team scored 5 goals!,0,he has been working hard for month,-0.1027,his luggage turns up!,0,hosting a dinner party,0.4019,the dinner is runined!,0,swim in the sea,0,she gets caught in a rip tide,0,a bottle of wine,0,the neighbour invites her in for dinner and wine,0,for a business meeting,0,she is late and booted out of the meeting,0,a new car,0,someone comes and buys her old car,0,to have breakfast,0,he finds an old store of teabags,0,talk to his mother,0,he learns his mother died,-0.5574,No,
44,"Sep 12, 2020 12:00:23 pm","Sep 12, 2020 12:30:47 pm",Complete,,,,English,,1599926423_5f5cf097272801.33303798,negative,absent,5c3cb9759883d4000141f800,0,because she hasn't seen them for a few weeks.,0,Her parents are not in.,0,the blue team want to beat the red team in a football final.,0.0772,The read team score and make a comeback.,0,he has been working hard for months.,-0.1027,Bill is very unhappy and goes to the pub.,-0.4754,having a dinner party,0.4019,John & his wife have a major fall out and ended up cancelling the dinner party,0.2263,go for a swim,0,the weather clears and Rebecca gets her wish,0.4588,bottle of wine,0,Sally goes home and went straight to bed.,0.2263,for a business meeting.,0,she unexpectedly meets someone she knows,0,a new car,0,the car dealer offers her a great deal,0.6249,to have his breakfast.,0,he found tea bags in another cupboard,0,call his mother to let her know he is safe.,0.4404,His phone rings and its his mum call him.,0,No,
45,"Sep 12, 2020 12:01:15 pm","Sep 12, 2020 12:09:46 pm",Complete,,,,English,,1599926475_5f5cf0cb7bfa08.86950173,negative,absent,5ea33c4876aac42ade7bee42,0,She hasn't seen them for a few weeks.,0,The door opens as she knocks it. It was not fully closed...,0,The red team  football,0,The blue's best player is sent off.,0.6369,Bill has been working hard for months.,-0.1027,The plane crashes on the return journey.,0,Having a dinner party.,0.4019,"John calmly places down the peeler, leaves the house, gets in his car and never returns.",0.3182,Have a swim in the sea.,0,The lifeguard has a heart attack.,-0.4767,A bottle of wine.,0,Sally scratches her neighbour's car.,0,For a business meeting.,0,She bumps into Wesley Snipes and they have a coffee.,0,A new car.,0,"Her old car, possessed by the spirit of vengeance, crushes Lucy against a wall.",-0.296,For breakfast.,0,His phone rang; it was his university flame.,0,Contact his mother to let her know he is safe,0.4404,Sean is crushed by a fallen meteorite.,-0.6486,No,
46,"Sep 12, 2020 12:01:29 pm","Sep 12, 2020 12:10:59 pm",Complete,,,,English,,1599926489_5f5cf0d9d4f5d0.14906376,negative,absent,5a86e1a4eea3d300016e7981,0,She hasn't visited them for a while and it's a nice day,0.4215,There was a rumble of thunder and suddenly the heavens opened and it began to rain heavily,0.4019,Red team and the sport is football ,0,One of the players fell and broke his leg. A subsitute player had to be brought on. ,-0.21075,He has been working hard,-0.1027,He was arrested and detained because he couldn't produce his passport for the return journey ,-0.7003,They are having a dinner party,0.4019,His wife suggested that instead of having their friends round they should book a restaurant and take everyone out for a meal instead ,0.4767,Go for a swim,0,"She ignores the lifeguard and swims, gets in trouble and needs rescuing but then falls in love with the lifeguard who rescued her. They marry and live happily ever after ",0.7008,A bottle of wine,0,She walks to the pub instead and meets an old school friend who she hasn't seen for ages ,0.4939,To a business meeting,0,She decides to hand her notice in and not go back to work anymore deciding instead to travel the world ,0.4939,A new car because she hates her old one ,-0.4404,She wins a brand new car in a competition that she entered ,0.5719,He has just woken up and wants to make a cup of tea,0,His old friend from uni calls round at the door with a box of teabags and asks if he can have a chat and a cuppa,0.4939,Phone his mum to let her know that he is safe,0.4404,His mum has travelled to pay him a surprise visit ,0.1779,No,
47,"Sep 12, 2020 12:01:36 pm","Sep 12, 2020 12:19:45 pm",Complete,,,,English,,1599926496_5f5cf0e0265591.22259518,negative,absent,5f11bad6f7955b06f00148ff,0,She hasnt seen them for a few weeks,0,A stranger opens the front door.,0,The blue team want to win against the red team at the football final,0.6249,A hot air balloon has to do an emergency landing,-0.3818,He has been working hard for months.,-0.1027,He bought a local lottery ticket and won the jackpot and decided to go on world cruise instead of returning home. ,0.5719,They are having a dinner party.,0.4019,Johns wife is fed up and tips the pan of water over his head.,0,She wants to go for a swim.,0,A violent thunderstorm begins and Rebecca doesnt like storms so she goes home.,-0.7193,Sally wants to buy a bottle of wine.,0,Sally has an unexpeced visitor who has bought a bottle of wine.and chocolates.,0,For a business meeting,0,A colleague has also been dropped off at same office block so they decide to go shopping instead of the meeting. ,-0.4404,Lucy wants to buy a new car.,0,A  dealer driver accidentally backs into her old car and pushes it against the wall writing it off. The dealer offers her a good second hand car rather than deal with insurance.,0.17255,To have his breakfast.,0,Michael decides to go and have a breakfast in nearby cafe and meets a long lost friend.,0.2263,Sean wants to phone his mum to let her know he is safe.,0.4404,Suddenly he gets a tap on his shoulder and its his whole family who have decided to come over for a holiday.  ,0.4019,No,
48,"Sep 12, 2020 12:00:40 pm","Sep 12, 2020 12:10:52 pm",Complete,,,,English,,1599926440_5f5cf0a8b1c4d4.61730653,negative,absent,5f3d23fbe324bf0387ebc78a,0,She hasn't seen them in a few weeks though there is no explicit reason given.,-0.296,Maybe they are not there. ,0,They want to win against the red team in football. ,0.6249,Red team scores way more goals in the second half and win. ,0.5859,He has been working hard for months. ,-0.1027,"He could not leave the airport as his suitcase housed his passport, and he needed it to leave passport control. ",0.0762,They are having a dinner party and John has started peeling potatoes. ,0.4019,She finds him the peeler and he no longer makes a mess of it. ,-0.5719,She wants to go for a swim at the beach. ,0,She goes and dives in anyways. ,0,She wants a bottle of wine with her dinner. ,0,"The neighbour is angry the shop is closed, as they also wanted wine with dinner. This anger caused the argument with Sally. ",-0.62285,For a business meeting. ,0,"She realises she is at the wrong block, and has to quickly get to the correct one before she is late. ",-0.7184,A new car. ,0,She keeps the old car as it is worth nothing and is happy about both. ,-0.2728,To have breakfast. ,0,He saw something in the cupboard while looking for tea which left unhappy memories in his mind. ,-0.4215,Phone his mother to let her know he is safe. ,0.4404,It was actually a great signal and the conversation went great. ,0.8481,No,
49,"Sep 12, 2020 12:01:26 pm","Sep 12, 2020 12:13:31 pm",Complete,,,,English,,1599926486_5f5cf0d6cac652.06117097,negative,absent,5de6b966dbc356646feb275b,0,She hasn't seen them for a few weeks.,0,Parents didn't answer the door.,0,The red team in football,0,The red team made a comeback with a goal in the first 7 seconds of second half.,0,he's been working hard for months,-0.1027,he returns to a large sum of compensation,0,having a dinner party,0.4019,he throws down the potatoes in a rage and dramatically exits the kitchen,-0.5574,go for a swim in the sea,0,someone not far away gets swept into the sea,0,bottle of wine,0,the neighbour comes round to apologies for the argument and brings a bottle of wine.,-0.3612,for a business meeting,0,she gets a message to say that the meeting has been relocated to the building she is now outside of.,0,new car,0,someone comes along and offers to buy her car,0,to have breakfast,0,He received a message to say he was getting a bonus.,0.5423,let his mum know he's safe.,0.4404,someone sees his distress and offers the use of their phone,-0.5267,No,
50,"Sep 12, 2020 12:02:02 pm","Sep 12, 2020 12:11:42 pm",Complete,,,,English,,1599926522_5f5cf0fa54efc4.33683768,negative,absent,5efa601eae7659158ead1753,0,because she hasn't seen them in a few weeks,0,Their not home.,0,the blue team want to win against the red time in their football match,0.6249,after half time the red team scored 4 goals,0,he has been working hard,-0.1027,his stuff turns up,0,having a dinner party,0.4019,they had a arugment and storms off,0,go for a swim in the sea,0,rebecca falls into the sea,0,bottle of wine.,0,They apologise to one another and the neighbour gives her a bottle of wine.,0.3818,business meeting.,0,the taxi left her at the wrong office and she missed her meeting.,-0.6486,a new car,0,the bank refused a loan,-0.296,to have his breakfast,0,he got really sad and cried,-0.7397,call his mother to let him know she is safe,0.4404,he doesn't call her,0,No,
51,"Sep 12, 2020 12:02:44 pm","Sep 12, 2020 12:17:44 pm",Complete,,,,English,,1599926564_5f5cf124834a10.92864564,negative,absent,5f31a239e7ed2f09f2b4a4ef,0,because she hasn't seen them for a few weeks.,0,her sister answers the door who isn't meant to be there.,0,they want to win against the red team at football.,0.6249,in the second half the red team bring the game back by scoring 4 goals and tieing with the blue team,0,because he has been working hard for months,-0.1027,"on his final days of his holiday, he meets a girl who is also on her holidays alone. the pair hit it off and decided to keep in contact and meet up once they are both home",0.2553,they are having a dinner party,0.4019,"with the knife john was using instead of the peeler, he accidentally takes of the end of his finger when he wasn't paying attention due to his wives comment",-0.34,go for a swim.,0,"a women runs over screaming help, the life guard quickly realises someone is struggling out in the water and quickly takes off to rescue them",0.1531,a bottle of wine,0,"sally is so wound up and annoyed by the argument with her neighbour, she trips over and sprains her foot",-0.6249,for a business meeting,0,someone at the office mistakes belinda for someone she isnt causing her to become embarrassed and shy ,-0.7184,a new car,0,"she decides to not sell the car and instead, give the car away to her friend who cant afford to buy one right now.",0.4939,to have his breakfast,0,"the door bell rings, michael answers and is surprised to see a friend he had not arrange to do anything with today",0.6249,he wants to contact his mother to let her know he is safe,0.4404,someone walking past grabs his phone and makes a run for it. ,0,No,
52,"Sep 12, 2020 12:02:47 pm","Sep 12, 2020 12:11:30 pm",Complete,,,,English,,1599926567_5f5cf127299f63.52774819,negative,absent,5c8a616f692c6100013c845d,0,Because she hasn't seen then for a few weeks.,0,Her parents didn't answer the door.,0,The red team at football.,0,The red team ended up winning the game.,0.5267,He has been working hard for months.,-0.1027,The luggage is found and Bill is compensated with money.,0,Having a dinner party.,0.4019,His wife has already made dinner.,0,Swim in the sea.,0,The weather gets better and she can swim.,0.4404,A bottle of wine.,0,The neighbors end up making friends and the neighbor gives sally some wine.,0.4767,For a business meeting.,0,She got the meeting time wrong and is actually late.,-0.4767,A new car.,0,She sells the old car to someone who wants it for a lot of money.,0,To have breakfast.,0,He found the tea bags.,0,Contact his mother.,0,The phone signal returns and he makes the call.,0,No,
53,"Sep 12, 2020 12:02:54 pm","Sep 12, 2020 12:15:11 pm",Complete,,,,English,,1599926574_5f5cf12eb310c4.09212717,negative,absent,5f0e22f2f5e4e1139be7ae38,0,Because she hasn't seen them for a few weeks,0,Someone else opens the door ,0,The blue team want to win against the red team in football,0.6249,The red team score 5 goals in the next half of the game and win the match ,0.5859,Because he has been working hard for months,-0.1027,The airline call Bill to tell him his luggage has been found ,0,They are having a dinner party,0.4019,John cuts himself badly with the peeler and starts to bleed ,-0.6486,She wants to swim in the sea,0,Rebecca goes into the sea and is hit by a big wave ,0,A bottle of wine,0,The neighbour lashes out and hits Sally ,0,For a business meeting,0,The taxi takes off leaving Belinda at the wrong office block ,-0.7184,A new care,0.4939,The car dealer recheck the details of Lucys car and find it is worth more than they originally said ,0.2263,To have his breakfast ,0,Michael looked in another cupboard and found some tea bags ,0,Contact his mother to let her know he is safe,0.4404,Someone walks past and grabs Sean's phone and runs of with it,0,No,
54,"Sep 12, 2020 12:03:13 pm","Sep 12, 2020 12:15:21 pm",Complete,,,,English,,1599926593_5f5cf1413935b8.57220886,negative,absent,5cd01e707e84a20017fddc02,0,She hasn't seen them for a few weeks.,0,They are not at home.,0,Against the Red team playing football.,0.2023,The Red team score 4 goals to level the match.,0,He has been working hard for months.,-0.1027,He books another holiday.,0.4019,Having a dinner party.,0.4019,The wife finds the potato peeler and gives it John.,0,Go for a swim in the sea.,0,She goes out for a drink with the lifeguard who saved her life and they live happily ever after.,0.7506,A bottle of wine.,0,They make up after the argument and the neighbour offers Sally a glass of wine. ,-0.3612,For a business meeting.,0,She jumps in another taxi and goes to the right office block.,-0.4404,A new car.,0,She goes to another dealer who realises that her old car is a classic and gives her enough money to buy a new one.,0,To have his breakfast.,0,He decides to go out for breakfast and has a nice pot of tea.,0.4215,Phone his mother to let her know he is safe.,0.4404,Sean climbs a tall mountain - gets a signal and talks to his mother.,0,No,
