Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.check,Sentiment - sarah_parents.check,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.check,Sentiment - blue_team.check,blue_team.response,Sentiment - blue_team.response,bill_holiday.check,Sentiment - bill_holiday.check,bill_holiday.response,Sentiment - bill_holiday.response,john_party.check,Sentiment - john_party.check,john_party.response,Sentiment - john_party.response,rebecca_swimming.check,Sentiment - rebecca_swimming.check,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.check,Sentiment - sally_wine.check,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.check,Sentiment - belinda_meeting.check,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.check,Sentiment - lucy_loan.check,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.check,Sentiment - michael_breakfast.check,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.check,Sentiment - sean_call.check,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
27,"Sep 11, 2020 10:50:01 am","Sep 11, 2020 11:06:21 am",Complete,,,,English,,1599835801_5f5b8e999a8045.31894381,positive,absent,5c51d3e6a163ac0001721273,0,Because she hasn't seen them for a few weeks.,0,Someone she didn't know answered the door.,0,The Red Team in football,0,The Red team scored 5 goals to win the game,0.5859,Because he has been working hard,-0.1027,His airline sends him a replacement passport,0,Preparing for their dinner party,0.4019,John found the potato peeler in the fridge,0,Have a swim,0,There is suddenly a thunder storm,0,A bottle of wine,0,Sally's neighbour offers her bottle of wine as they have one she can later replace,0,She has a business meeting there,0,The meeting is cancelled,-0.25,A new car,0,Another customer sees that her old car is a classic and asks if they can buy it,0,To prepare his breakfast,0,His friend from university phoned him on his mobile,0.4939,Call his mother to let her know that he is safe,0.4404,His mobile's battery died,-0.5574,No,
28,"Sep 11, 2020 10:51:22 am","Sep 11, 2020 10:58:42 am",Complete,,,,English,,1599835882_5f5b8eead11640.55339929,positive,absent,5dfb4689ecb3ea86da0fd236,0,Because she hasn't seen them for a few weeks.,0,Someone else answers the door that isn't her parents,0,The Red Team in Football,0,The Red team scores a goal,0,He has been working hard for months,-0.1027,His luggage turns up again,0,Having a dinner party,0.4019,The electicity goes out and they can't make dinner,0,Go for a swim in the sea,0,A shark appears,0,A bottle of wine,0,Her neighbour brings over a bottle of wine for her,0,A business meeting,0,There is a car crash and she is held up,-0.4019,A new car,0,She wins the lotto,0.5719,To have his breakfast,0,His friend arrives with take out coffees for them both,0.4939,To contact his mother to let her know he is safe,0.4404,Someone steals his phone,-0.5106,No,
29,"Sep 11, 2020 10:50:41 am","Sep 11, 2020 11:01:11 am",Complete,,,,English,,1599835841_5f5b8ec1b66b21.58174034,positive,absent,5a0c4184fe645f0001e9f5dd,0,She hasn't seen them for a few weeks.,0,They are not there. When she knocks on the door there is no answer.,-0.148,Against the Red Team in the football final.,0,The blue team lose to the Red Team.,-0.4019,He has been working hard for months.,-0.1027,He receives his luggage back safely and also some money as compensation.,0.4939,Having a dinner party.,0.4019,They find the peeler in the bin.,0,Swim in the sea.,0,A large wave takes her under when she swims in the sea and she has to be rescued.,0.4215,A bottle of wine.,0,There has been an accident that is why the shop was shut.,-0.4767,For a business meeting.,0,She sees someone she hasn't spoken to for years and they end up going for drinks that night.,0,A new car.,0,Someone she knows is looking for a car and is happy to pay her more than she expected.,0.5106,To have his breakfast.,0,Someone he went to University with calls him out of the blue.,0,Contact his mother.,0,When he calls it just rings out. No one answers.,-0.148,No,
30,"Sep 11, 2020 10:51:00 am","Sep 11, 2020 11:25:28 am",Complete,,,,English,,1599835860_5f5b8ed430fc99.96928355,positive,absent,5e5e882ba3b41303aee46e90,0,She hasn't seen them in a few weeks,0,They weren't in or someone she wasn't expecting was there ,0,They really want to win against the red team in football. ,0.6865,They didn't win ,-0.4717,He has been working hard for a long time. ,-0.1027,He cannot come home because his passport is lost in his suitcase. ,-0.3182,Preparing for and having a dinner party. ,0.4019,The wife isn't mad at the potatoes being cooked but then becomes mad. ,0.6435,Rebecca wants to swim in the sea. ,0,Rebecca decides to try to swim in the sea despite the life guards instructions. ,0,Some wine ,0,The neighbour invites sally round for wine. ,0,For a business meeting. ,0,Belinda ended up being really late because the meeting was in a completely different place. ,0,A new car. ,0,The bank rejects her application for a loan for a car. ,-0.4939,To have his breakfast and make a cup of tea. ,0,An old university friends contacts him out of the blue saying I just remembered when we had no teabags at uni and then they arrange to meet up. ,0.2263,Phone his mother to let her know he arrived safely. ,0.4939,His phone was stolen right from his hand. ,0,No,
31,"Sep 11, 2020 10:50:22 am","Sep 11, 2020 11:03:43 am",Complete,,,,English,,1599835821_5f5b8eadebb527.69080081,positive,absent,5ed66ce4f02f1209fc2bc33a,0,Because she has not seen them for a few weeks.,0,Her parents open the door but they already have guests over.,0,The Blue team want to win against the Red team in football.,0.6249,The Red team win the football final despite the blue team being ahead at half time.,0.5859,Bill has been working hard for months so is looking forward to his holiday.,0.3182,His luggage is found and he manages to reclaim his luggage.,0,They are having a dinner party that evening.,0.4019,The doorbell rings and one of the guests has arrived early.,0,She wants to go for a swim in the sea.,0,"Rebecca goes swimming anyway, ignoring the lifeguard's advice and nearly drowns.",-0.7096,Sally wants to buy a bottle of wine.,0,When she gets home she realises someone has broken into her house.,-0.4767,She is going for a business meeting.,0,When she goes into the meeting she realises she left her bag in the taxi.,0,Lucy wants to buy a new car.,0,"Lucy manages to find someone interested in buying the car, despite it being a wreck.",0.6256,He goes downstairs to have his breakfast.,0,The phone rang and it was one of his university friends.,0.4767,Sean wants to contact his mother by calling her mobile.,0,Sean calls and calls but his mother does not pick up.,0,No,
32,"Sep 11, 2020 10:51:50 am","Sep 11, 2020 10:58:56 am",Complete,,,,English,,1599835910_5f5b8f067c3663.11912818,positive,absent,5eff17d115ba87434ab3829b,0,Because she hasn't seen them recently.,0,She hears a loud noise.,0,They want to win against the red team in a game of football.,0.6249,The Blue team scores an own goal.,0,Because he has been working hard for a long time.,-0.1027,Bill gets the wrong suitcase returned to him,-0.4767,Having a dinner party.,0.4019,John cuts himself on the knife he is using to peel the potatoes because he can't find the peeler.,-0.296,Go for a swim in the sea.,0,Rebecca gets carried away from the shore in a rip tide.,0,A bottle of wine.,0,The neighbour's dog jumps over the fence and runs away down the street.,0,For a business meeting.,0,She sees someone getting robbed on the street.,0,A new car.,0,She wins a new car in an online raffle.,0.5719,To have breakfast.,0,Hi university friend pays him a surprise visit.,0.6486,Wants to contact his mother.,0,The line suddenly changes and he hears screaming down the phone..,-0.3818,No,
33,"Sep 11, 2020 10:52:00 am","Sep 11, 2020 11:28:03 am",Complete,,,,English,,1599835920_5f5b8f104e3832.76294256,positive,absent,5f3db7144e27441d7f9f3ec0,0,Sarah decides to visit her parents because she hasn't seen them for a few weeks.,0,Someone else opens the door. Sarah doesn't recognise this person.,0,The blue team wants to win against the red team in football.,0.5859,"Much like in the story of the hare and the tortoise, the blue team raced ahead like rabbits but found themselves burnt out in the second half of the game. The red team, whose logo was a tortoise, had been pacing themselves and raced ahead with five goals.",0.1806,Bill is looking forward to his holidays because he has been working hard for months.,0.296,"Bill returns from holiday and is sat at home, when he hears a knock on the door. Stood there is a man he doesn't recognise holding the lost suitcase. The man hands over the suitcase and Bill is pleased to be reunited with his belongings.  Bill opens the suitcase to find it empty, except for a tiny note, which reads 'I know what you did'.",0.08045,John and his wife are having a dinner party in the evening.,0.4019,"John's wife is especially impressed because, as she looked at John's hand, she realised that he had actually been using a fork to peel the potatoes. ",0.7645,Rebecca wants to go for a swim in the sea.,0,"Rebecca is confused and looks out to the sea. As she takes off her dark-tinted goggles, she realises that the sea is a funny colour and full of debris. She asks the lifeguard, who explains that the pollution levels have got so bad recently that it's now unsafe to swim at this once popular beach.",-0.092666667,Sally wants to buy a bottle of wine.,0,"As they talk, they realise there are lots of things that they have in common. Sally's neighbour joins Sally for dinner and they soon realise that they are, in fact, long-lost cousins. ",0,Belinda is going to Los Angeles because she has a business meeting to attend.,0,"Belinda goes on her phone to book another taxi. To ensure that she definitely has the right address this time, she checks her calendar... only to find that the meeting is next week instead. ",0.3243,Lucy wants to buy a new car.,0,"Lucy gets a call from the bank to say that they cannot approve her loan at this time due to fraudulent activity on her account.   In fact, Lucy isn't who she said she is. Her real name is Charlotte and she's been stealing identities across the country.",-0.355266667,Michael went downstairs to have breakfast.,0,"To make his university living experience more realistic and provide himself with a sense of nostalgia, Michael completely trashed his kitchen. He left dirty dishes everywhere, threw sugar on the floor, leaving the ants to feast on it, and ate all his housemate's food.",-0.2202,Sean wants to contact his mother to let her know that he is safe.,0.4404,Sean's mother picks up the phone but she doesn't sound like herself. Sean struggles to hear what she's saying through the poor signal but thinks he can just about hear her say 'come home now'.,-0.40825,No,
34,"Sep 11, 2020 10:52:22 am","Sep 11, 2020 11:06:00 am",Complete,,,,English,,1599835942_5f5b8f268d0b42.31561502,positive,absent,5f29cd7e87f62615d79a7df3,0,She hasn't seen them for a few weeks,0,They aren't answering the door,0,The red team in football,0,The red team score 5 goals and win,0.5859,he has been working hard for months,-0.1027,he has no passport so he cant go home,-0.296,having a dinner party,0.4019,the guests dont like the potatoes ,-0.2755,swim in the sea,0,she is attacked by a shark,-0.4588,bottle of wine,0,her neighbour gives her a bottle of wine ,0,for a business meeting,0,she gets lost,-0.3182,A car,0,Her loan application is denied and now she cant get a new car,-0.4404,to have his breakfast,0,a friend from university knocks on the door ,0.4939,contact his mother,0,the signal turns to no signal and he cant contact his mother,-0.296,No,
35,"Sep 11, 2020 10:52:39 am","Sep 11, 2020 11:10:24 am",Complete,,,,English,,1599835959_5f5b8f3782b726.33488655,positive,absent,5d5d13312a28f400015a5b6f,0,"Because Sarah hasn't seen her parents for a few weeks, so she decides to visit them.",0,The parents were not at home!,0,Blue team wants to win against the Red Team in the game of football.,0.5859,Red team scored more goals and won.,0.6077,Because he has been working hard for months.,-0.1027,Bill found his luggage.,0,They are having a dinner party.,0.4019,John got a deep cut on his finger.,-0.2732,She wants to go for a swim in the sea.,0,Rebecca was drowned.,-0.5994,A bottle of wine.,0,Sally's neighbour invites her for dinner.,0,For a business meeting.,0,Belinda lost her way and was late for meeting.,-0.3182,A new car.,0,Lucy got a very good price for her car.,0.4927,To have his breakfast.,0,Michael called his university friends.,0.4767,Sean wants to contact his mother to let her know he is safe.,0.4404,The signals dropped!,0,No,
36,"Sep 11, 2020 10:52:15 am","Sep 11, 2020 10:59:30 am",Complete,,,,English,,1599835935_5f5b8f1f660f36.24511853,positive,absent,5d558c262d8a6200172a8b7b,0,She hasn't seen them for a few weeks.,0,They are not at home.,0,The Red Team in football.,0,The red team score five goals and win.,0.5859,He has been working hard for months.,-0.1027,"He is given the wrong suitcase back, and it is full of cash.",-0.4767,Having a dinner party.,0.4019,The peeler is in the freezer.,0,Swim in the sea.,0,The beach is evacuated because of an unexploded WWII bomb off shore.,-0.4939,A bottle of wine.,0,Her neighbour invited her back for dinner.,0,A business meeting.,0,She meets an old friend by chance.,0.6369,A new car.,0,She realises cars are horrible and buys a cargo bike instead.,-0.5423,To have breakfast.,0,"The post arrives, with a free sample of tea.",0.5106,Contact his mother to let her know he is safe.,0.4404,A mysterious man answers the phone.,0,No,
37,"Sep 11, 2020 10:53:01 am","Sep 11, 2020 11:02:58 am",Complete,,,,English,,1599835981_5f5b8f4daed741.41006171,positive,absent,5eb417f51a17bb221ecf7803,0,Because she hadnt seen her parents for a few weeks.,0,Someone else opened the front door. Her parents had moved house recently.,0,They are playing football and want to win against the red team,0.7096,The red team caught up with them but manage to score 5 goals.,0,He has been working hard for month,-0.1027,A suitcase arrived - however it wasnt Bill's lost luggage.,0.2411,having a dinner party,0.4019,"The dinner guests arrive early, and only part of the meal is prepared. They continue to prep dinner while chatting with their guests and drinking wine. Very quickly they get very tipsy.",0.075433333,she wants to go for a swim,0,a seagull flew overhead and poo'ed on Rebecca.,0,Sally wants to buy a bottle of wine,0,Her neighbour invites her over for dinner and drinks.,0,for a business meeting,0,Belinda realises that the correct building is down the street. She walks down to the office and bumps into the client she is meeting on the way. They chat informally and decide to continue their chat at a coffee shop nearby.,0,A new car,0,Lucy won a competition for a new car. she no longer has to take out a loan to purchase one.,0.13795,To have breakfast,0,Michael's phone started ringing. It was one of his old university friends who he hadnt been in contact with for a while. They made plans to go out for drinks that evening,0.1589,Contact his mother so that she knows he is safe in a foreign country.,0.4404,Sean is attacked and kidnapped.,-0.4588,No,
38,"Sep 11, 2020 10:51:57 am","Sep 11, 2020 11:00:07 am",Complete,,,,English,,1599835917_5f5b8f0da6d149.78642274,positive,absent,58794c1e327dab000199ea58,0,BECAUSE SHE HASNT SEENT THEM FOR A FEW WEEKS ,0,NOBODY IS IN?,0,BECAUSE THEY ARE PLAYING AWAY FROM HOME,0.2023,THE RED TEAM ALSO SCORED 4 GOALS,0,BECAUSE HE HAS BEEN WORKING HARD FOR MONTHS,-0.1027,THE LUGAGGE  IS FOUND QUICKLY AND IT DOESNT AFFECT HIS ENJOYMENT,-0.4449,HOSTING A DINNER PARTY,0.4019,HE FINDS A VEG KNIFE INSTEAD ,0,swim,0,she relaxes on the beach in the sun,0.3612,A BOTTLE OF WINE,0,THE NEIGHBOUR INVITES HER IN FOR A GLAS SOF WINE,0,FOR A BUISNESS MEETING,0,SHE HAS A SIGHTSSEING TRIP OF l.a.,0,A NEW CAR,0,SHE SELLS IT TO A FRIEND FOR A BIT OF MONEY,0.4939,to have breakfast,0,he had coffee instead,0,phone his mother ,0,he gets thru to his mother and has a nice chat,0.4215,No,
39,"Sep 11, 2020 10:53:36 am","Sep 11, 2020 11:06:16 am",Complete,,,,English,,1599836016_5f5b8f704f7af4.00547853,positive,absent,5f440cbd4463740faa78d767,0,Because she hasn't seen them for a few weeks.,0,The door was unlocked?,0,The blue team want to beat the red team at football.,0.0772,Red red team make a come back in the second half.,0,Because he's been working hard for months.,-0.1027,His luggage turns up at the hotel.,0,They are having a dinner party.,0.4019,They had an unexpected guest at the party!,0.4574,Go for a swim in the sea.,0,She swam even though it was dangerous.,-0.4767,A bottle of wine.,0,She bumps into an old friend.,0.4939,For a business meeting.,0,Other colleagues had also gone to the wrong office block.,-0.7184,Because she hates her old car.,-0.4404,She sell the car privately for more money.,0,To have his breakfast.,0,He suddenly remembered where the team bags where kept.,0,Contact his mother.,0,Sean's mother is calling him as he dials her.,0,No,
40,"Sep 11, 2020 10:53:51 am","Sep 11, 2020 11:02:32 am",Complete,,,,English,,1599836031_5f5b8f7f12d6a0.96034010,positive,absent,5a9d8c04b5e2110001c6e15f,0,Because she hasn't seen them in weeks.,0,Someone else answered the door,0,They want to win against the Red Team. they are playing football.,0.4136,Someone died.,-0.5574,Because he has been working hard for months. ,-0.1027,His flight is cancelled. ,-0.25,Having a dinner party. ,0.4019,A local depot explodes. ,0,Go for a swim.,0,A shark attacked her.,-0.4588,A bottle of wine.,0,A cat gets run over.,0,For a business meeting.,0,She checks her lottery numbers ago see that she has won.,0.5719,A new car.,0,A bird fell dead from the sky.,-0.6486,To have breakfast. ,0,The socket for the kettle exploded.,0,Contact his mother to let her know he is safe.,0.4404,He gets viciously mugged.,-0.3182,No,
41,"Sep 11, 2020 10:54:15 am","Sep 11, 2020 11:07:35 am",Complete,,,,English,,1599836055_5f5b8f972d9761.01259450,positive,absent,5b588565115d17000113f81e,0,Because she hasn't seen them for a few weeks and wants to visit them. ,0,That there's no answer and her parents are away since she didn't maybe call ahead and schedule it and instead wanted to surprise them? ,-0.0258,The red team in football. ,0,Maybe the red team manage to make a comeback and score 4 or 5 goals in the second half of the sport. They could have spotted some rabbits in the field which acted like a good luck charm. ,0.43895,He's looking forward to the break since he's been working really hard for some long months and wants to rest and relax. ,0.2975,He can't fly out of the country back home because he doesn't have his passport since his luggage is lost so he's stuck until he can get a new passport or find the lost luggage with his old one in. ,-0.7076,Hosting a dinner party and making food for their guests. ,0.4019,His wife finds the peeler that was sitting right in front of him and manages to get the rest of the potatoes peeled in record time. ,0,To swim in the sea. ,0,She instead ends up sunbathing and the reason the sea was so unsafe was because dolphins were migrating and swimming by so she watches the dolphins swim instead. ,0,A bottle of wine. ,0,The neighbour invites her over after dinner for a drink of wine that they have so she goes over after her dinner for that. ,0,She's attending a business meeting there. ,0,The right office block is far away and although she finds a ride to take her to the other place the traffic is so heavy she ends up arriving late for the meeting. ,-0.4404,To buy a new car. ,0,She goes to a more independent shop and they actually tell her her car has parts that aren't made anymore and so worth quite a bit of money so she manages to make at least a little bit off profit off it. And she goes to a new dealership for a new car. ,0.31415,He's going downstairs to start his day with breakfast. ,0,He's checks for coffee instead but finds he's just placed his tea bags in the coffee jar instead of the tea jar which is why he couldn't find them in the first place. ,0,Call his mother to let her knows he's safe in the new country he's in. ,0.4404,The phone cuts out and instead he spots her and she's visited him in the country to surprise him because she knows he's been missing her.,-0.3182,No,
42,"Sep 11, 2020 10:54:46 am","Sep 11, 2020 11:25:00 am",Complete,,,,English,,1599836086_5f5b8fb6b227f1.36925213,positive,absent,5ed7f8500e41402d24c455e7,0,Because they offered to buy her lunch because she was skint.,0,She found a £50 note on the floor.,0,The red team. The sport is cricket.,0,A rabbit ran across the field.,0,He's been working hard for months.,-0.1027,His luggage came back.,0,Having a dinner party.,0.4019, A plate smashed.,0,Go for a swim.,0,Strong waves.,0.5106,A bottle of wine.,0,She found out her neighbour was gay.,0,For a business trip.,0,The next taxi breaks down.,0,a new car,0,she won the lottery,0.5719,To have his breakfast,0,The tea bags appeared.,0,Contact his mother.,0,The network is too weak and he doesn't get to talk.,-0.4404,No,
43,"Sep 11, 2020 10:54:00 am","Sep 11, 2020 11:08:34 am",Complete,,,,English,,1599836040_5f5b8f88c67024.13390191,positive,absent,5f3801cc3b78e908ea5b5ca9,0,She has not seen them for some weeks.,0,Someone other than her parents opens the door.,0,They are playing against the Red Team and the game is football.,0.2023,One of the Blue Team's apprentice players runs into the dressing room and reports that their Centre Forward has disappeared.,-0.2263,He has been working hard for months.,-0.1027,Bill finds his second passport in the back pocket of his trousers and makes it through immigration without  incident.,0,They are having a dinner party.,0.4019,John discovers an old recipe of his mother's for unpeeled potatoes aux gratin.,0.1027,Rebecca wants to go for a swim.,0,"Despite the advice of the lifeguard, a swimmer is to be seen 50metres from the shore, and clearly in difficulty.",0.0772,She wants to buy a bottle of wine.,0,Sally sees a group of colleagues from work in a nearby restaurant and decides to join them.,0.296,She is due to attend a business meeting.,0,"She decides to walk to the correct office block, and bumps into her ex-husband on the corner.",-0.4404,Lucy wants to buy a new car.,0,"The old car screeches into life on its own and zooms away, across the forecourt, heading for home.",0,Michael goes downstairs to have his breakfast.,0,Michael discovers a forgotten packet of loose tea - Lapsang souchong - at the back of the cupboard. He recalls that an ex-girlfriend gave it him when she last visited.,-0.24695,He wants to contact his mother to let her know he has arrived safely.,0.4939,"As he begins the call, a masked man on a motorbike snatches his phone.",0,No,
44,"Sep 11, 2020 10:54:46 am","Sep 11, 2020 11:04:11 am",Complete,,,,English,,1599836086_5f5b8fb65a5db1.06507271,positive,absent,5eed11c3dea2cb12195f0c85,0,hasnt seen them for  few weeks,0,not in,0,red team to win against and football,0.5859,torrential rain lightening,0,working hard for months,-0.1027,bill unable to get home ,0,dinner party,0.4019,she has already done potooes,0,swim,0,unable to as unsafe,0,wine,0,shop shut and insteads chats to neighbour,0,business meeting,0,wrong adress and gets lost,-0.6597,new car,0,she happy got loan and doesnt care her old car worthless,-0.2091,have breakfast,0,already tea made for him,0,talk to his mother,0,his mother calls him,0,No,
45,"Sep 11, 2020 10:54:42 am","Sep 11, 2020 4:14:45 pm",Complete,,,,English,,1599836082_5f5b8fb2d45505.06995357,positive,absent,5db5cac3e74a0b000c9786f1,0,because she hasn't seen them in a few weeks and missed them so wants to make sure they are still doing ok ,0.3182,her mum answers the door and a dog jumps out. her parents never had a dog before so it was a complete surprise. She had been begging them to get one for ages. ,0.091066667,the red team in the football final. ,0,then someone on the blue team suddenly got tackled and his leg broke. ,-0.4215,as he has been hard working for months. ,-0.1027,bill lost his luggage ,-0.3182,having a dinner party. ,0.4019,He cant find the peeler.,0,swim in the sea. ,0,the sea is unsafe to swim in. ,0,a bottle of wine. ,0,sally bumped into her neighbor she hadn't seen them in a log time. ,0,A business meeting. ,0,the taxi driver took her to the wrong office block. ,-0.7184,a new car. ,0,That he old car is worth nothing. ,0.2263,to have breakfast. ,0,He couldn't find his tea bags.,0,contact his mother to let them know he is safe,0.4404,the network shows to have a weak signal.,-0.4404,No,
46,"Sep 11, 2020 10:55:06 am","Sep 11, 2020 11:03:25 am",Complete,,,,English,,1599836106_5f5b8fca2fe2f4.41238896,positive,absent,55a14418fdf99b6ec83c244f,0,Because she hasn't seen them for a few weeks.,0,No-one answered the door.,0,They want to win against the Red Team. They are playing football.,0.4136,The Read Team scored five goals within the first 10 minutes after half-time.,0,Because he has been working hard for months.,-0.1027,Bill's luggage turns up.,0,They are having a dinner party.,0.4019,"His wife surprised him and announced that the dinner party was to celebrate their divorce, which John knew nothing about.",0.8074,Go for a swim in the sea.,0,The lifeguard goes for a swim in the sea when Rebecca decides not to.,0,A bottle of wine.,0,The neigbour gives her a bottle of wine.,0,For a business meeting.,0,Her phone rings and she is told that the meeting has been cancelled.,-0.25,A new car.,0,Another person in the car lot walks up to her and offers her a lot of money for her old car.,0,To have his breakfast.,0,A spider crawled out of the teapot.,0,Contact his mother to let her know that he is safe.,0.4404,Someone else picks up and it's not his mother.,0,No,
47,"Sep 11, 2020 10:53:51 am","Sep 11, 2020 11:02:36 am",Complete,,,,English,,1599836031_5f5b8f7f240a32.94191000,positive,absent,55d07cce34e906000ae56427,0,she hasn't seen them for a few weeks,0,she wasn't in,0,the red team at football,0,blue team are 4 goals up at half-time,0,he has been working hard for months,-0.1027,his luggaGE IS LOST,-0.4648,having a dinner party,0.4019,he can't find the peeler,0,go for a swin,0,the sea was unsafe to swim in,0,a bottle of wine,0,the shop was shut,0,downtown,0,she got taken to the wrong office block,-0.7184,a new car,0,her old car is a wreck,-0.4404,to have breakfast,0,michael could not find the teabags,0,wants to let his mother know he is safe,0.4404,the phone signal was weak,-0.4404,No,
48,"Sep 11, 2020 10:52:18 am","Sep 11, 2020 11:09:15 am",Complete,,,,English,,1599835938_5f5b8f223721a0.22468767,positive,absent,5f00927aa282921b44625ab8,0,she had not seen her parents for two weeks and wanted to see them.,0,Sarah's parents didn't answer the door. ,0,The blue team want to win against the red team in football ,0.6249,it started to snow so the game got cancelled ,-0.25,he has been working hard for months.,-0.1027,he realises the minimalistic lifestyle of one set of clothes suits him well so continues to live that way ,0.2732,himself and his wife are having a dinner party that evening.,0.4019,his wife's DNA test comes back and it turns out she's his sister...,0,she wants to go for a swim in the sea.,0,just as she is about to go in a shark attack happens so she decides not to go in and get eaten ,-0.4767,Sally wants to buy a bottle of wine,0,"the neighbour gives her a pamphlet for an A A meeting that is happening in the local area, sally has been sober for 6 months. ",0,she is going for a business meeting.,0,the meeting was led by  her childhood friend,0.4939,a new car,0,she wins the lottery and buys a tesla,0.5719,because he wanted to have breakfast and a cup of tea ,0,Michael was still at university and was actually on an acid trip thinking he was at home years after graduating uni ,0,he wants to contact his mother to let her know he is safe,0.4404,"Sean's mum taps him on the shoulder, she stalked him there to a foreign country",0,No,
49,"Sep 11, 2020 10:54:53 am","Sep 11, 2020 11:06:54 am",Complete,,,,English,,1599836093_5f5b8fbd469e71.58089695,positive,absent,5e97039d77e41b023228fa5a,0,Because she hasn't seen them for a few weeks,0,They're not in?,0,They want to win the football final and they are playing the red team,0.7096,The red team score 5 goals?,0,because he's been working hard for months,-0.1027,his suitcase is lost,-0.3182,Hosting a dinner party,0.4019,John can't find the potato peeler,0,go swimming,0,the lifeguard tells Rebecca she is not allowed in the sea because it is unsafe,0,A bottle of wine,0,She didn't get the wine but enjoys a chat with her neighbour anyway,0.6652,For a business meeting,0,Her taxi takes her to the wrong office building,-0.4767,A new car,0,She doesn't get as much as she'd expected for her old car,0,to have his breakfast,0,running out of tea bags reminds him of being a student and that makes him happy,0.5719,Phone his mother,0,He has a weak signal on his phone,-0.4404,No,
50,"Sep 11, 2020 10:55:32 am","Sep 11, 2020 11:11:58 am",Complete,,,,English,,1599836132_5f5b8fe4763385.88223309,positive,absent,5db186fc4e7b0b0019151944,0,Because she hasn't seen them for a while.,0,A bird flew out of the trees and lands on her head as she stands knocking on the door.,0,The blue team want to win against the red team in their game of football.,0.6249,The red team substitute 8 of their players bring on a semi- professional player and end up winning the game 8-4 to the red team. ,0.5267,He has been working hard for months.,-0.1027,There's a knock at his hotel room door the night before he leaves. When Bill opens the door his lost luggage is just sat there. He looks down the corridor but there is no one in sight.,-0.246566667,They are having a dinner party.,0.4019,John for the first time in his married life tells his wife to take a rest and he prepares the rest of the 3 course meal for the dinner party.,0.4019,Rebecca wants to swim in the sea.,0,A storm cloud covers the beach and it very suddenly starts to rain heavily with thunder and lightning but rather bizarrely the sea is as calm as could be!,0.501,A bottle of wine.,0,The neighbour offers her a nice bottle of wine.,0.4215,She's going for a business meeting.,0,In the taxi on the way to the correct office block she get stuck in a traffic jam because a herd of elephants are crossing the road.,-0.5994,A new car.,0,Her parents offer to buy her the new car so that she doesn't need to take out a loan.,0,Michael goes downstairs to have his breakfast which includes tea.,0,The fire alarm for the building went off and everyone had to evacuate. He never got his cup of tea.,-0.29295,He wants to contact his mother to let her know he is safe.,0.4404,A lighting storm starts and hits the local mast meaning that he wont be able to talk to his mother.,0,No,
51,"Sep 11, 2020 10:56:11 am","Sep 11, 2020 11:06:43 am",Complete,,,,English,,1599836171_5f5b900b10f460.12991873,positive,absent,5dfba3e169a1178d07a55d65,0,She has not seen them for a few weeks.,0,They are not home.,0,The red team at football.,0,The red team wins,0.5719,He has been working hard for months.,-0.1027,His luggage was found,0,having a dinner party,0.4019,the guests arrived early,0,swim in the sea,0,she goes to an outdoor swimming pool instead,0,a bottle of wine,0,her neighbour lends her a bottle of wine,0,for a business meeting,0,she walked to the correct building,0,a new car,0,she found a new car for cheaper,0,To have breakfast,0,He found the tea bags,0,contact his mother to let her know he is safe,0.4404,he cant get through to her,0,No,
52,"Sep 11, 2020 10:56:12 am","Sep 11, 2020 11:00:58 am",Complete,,,,English,,1599836172_5f5b900c8caf03.22669113,positive,absent,5d39bb499f4f3f00158298f2,0,She hasn't see them for a few weeks.,0,Somebody else opened the door.,0,They want to win against the Red Team at football.,0.6249,A streaker ran across the pitch.,0,He has been working hard for a long time.,-0.1027,He got hit by a bus.,0,Having a dinner party.,0.4019,The fire alarm goes off.,-0.5859,Swim in the sea.,0,She sees a shark.,0,A bottle of wine.,0,She was mugged.,0,For a business meeting.,0,There is a bomb scare at the office building.,-0.7506,A car.,0,The dealer offers it to her for a reasonable price.,0,To have his breakfast.,0,He has a heart attack.,-0.4767,Contact his mother to let her know he is safe.,0.4404,His mother answers the phone and tells him she has won the lottery.,0.5719,Yes,
