Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.check,Sentiment - sarah_parents.check,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.check,Sentiment - blue_team.check,blue_team.response,Sentiment - blue_team.response,bill_holiday.check,Sentiment - bill_holiday.check,bill_holiday.response,Sentiment - bill_holiday.response,john_party.check,Sentiment - john_party.check,john_party.response,Sentiment - john_party.response,rebecca_swimming.check,Sentiment - rebecca_swimming.check,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.check,Sentiment - sally_wine.check,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.check,Sentiment - belinda_meeting.check,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.check,Sentiment - lucy_loan.check,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.check,Sentiment - michael_breakfast.check,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.check,Sentiment - sean_call.check,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
30,"Sep 11, 2020 2:42:58 pm","Sep 11, 2020 2:52:30 pm",Complete,,,,English,,1599849778_5f5bc532170806.37862193,negative,present,5a2ef9bbfd28e9000102ee68,0,Because she hasn't seen them for a few weeks.,0,They were out.,0,"They want to win against the Red Team, and they are playing football.",0.7096,The Red Team made a comeback in the second half and beat the Blue Team.,0,Because he has been working hard for months.,-0.1027,He fell in love while on holiday which made happy.,0.891,Having a dinner party.,0.4019,The guests start arriving earlier than expected.,0,She wants to swim in the sea.,0,She stood on a razor fish.,0,Buy a bottle of wine to have with her dinner.,0,She stood in dog poo on the way home.,0,For a business meeting.,0,A guy offered to buy her a coffee.,0,A new car.,0,Someone offered her more than her old car is worth.,0.2263,To have his breakfast and make some tea.,0,"He also remembered a very fond memory which cheered him up,",0.7574,Contact his mother to let her know he is safe.,0.4404,She rang him before he started to dial her number.,0.0772,No,
31,"Sep 11, 2020 2:43:17 pm","Sep 11, 2020 2:52:55 pm",Complete,,,,English,,1599849797_5f5bc545244ad8.71081308,negative,present,5f4555bdcad55b1274e7ebe1,0,As she hasn't seen them for a few weeks,0,They weren't in,0,Red team and in a football final,0,They conceded four goals in the 2nd half,0,Cause hes a grafter and worked hard ,-0.1027,"All of his clothes were missing, and he was staying somewhere that didn't have a shop. ",-0.296,Dinner party,0.4019,"The guests arrived early, causing John to cut himself with the peeler due to stress",-0.5994,Swim,0,Jaws came and bit her. But then shamu stopped her from getting hurt anymore ,-0.3243,A bottle of wine,0,The neighbour thinks sally is an alcoholic and loses her cool,0,Buisness meeting ,0,"Julie Roberts was doing pretty woman 2, the return of the business woman ",0.4939,A new car ,0,"her new car, broke as she left the garage, but the garage refused to fix the car as she had left the forecourt",-0.5719,To have his breakfast,0,He had an epiphany,0,Let his mum know she is safe,0.4404,"Due to not telling his mum that he is broke, Sean decides to text her instead",-0.4215,No,
32,"Sep 11, 2020 2:43:45 pm","Sep 11, 2020 3:00:32 pm",Complete,,,,English,,1599849825_5f5bc5615936b0.06517201,negative,present,5f2ac77688f11d39a0aaf463,0,She decides to visit her parents because she hasn't seen them in a few weeks.,0,"No one answers the door, the house is eerily quiet. ",-0.296,The Blue team want to beat the Red team in a game of football. ,0.0772,"It started to go over all stormy, like they'd never seen before and the heavens opened. The pitch was saturated, making it impossible to continue the match. ",0.31845,Because he has been working hard for months. ,-0.1027,"Throughout his time on holiday, the whole week he had been there, the weather was awful and their accommodation was terrible. However, on the penultimate day he bumped into an old friend, who invited him round to his. His house was a huge mansion, Bill could stay there for the night.",0.095133333,They are having a dinner party. ,0.4019,"She grabs the potatoes out of hands and asks him to go make sure there is a fancy wine in the cellar they can get out to impress the guests. John heads to the cellar, it's creepily dark and cold down there, his neck hairs rise as he feels a freezing gush of air, almost like a ghost's breath. ",0.42045,Rebecca wants to swim in the sea. ,0,"The waves are stronger than Rebecca expected, she is not the strongest swimmer, so decides to head back inland. Just as she turns around to do so, she notices the lifeguard shouting at her... SHARK",0.025,Sally wants to buy a bottle of wine. ,0,"The fight gets heated and the neighbour waves a knife at Sally. Wanting to protect herself, Sally smashes the wine bottle on the brick wall and holds it out in front of her like a weapon. ",0.0293,She is going to LA for a business meeting. ,0,"She leans against the wall of the building, exhausted from the journey, closing her eyes for just a second. They snap back open as she hears tires screeching, a big black car is heading straight towards her. She is frozen with fear. ",-0.2096,She wants to buy a new car. ,0,"The car dealer themselves offered to buy the car in exchange for their pet pony. Lucy wanted a pony her whole childhood, but now fears what owning a pony would entail. ",-0.28595,He goes downstairs to have his breakfast. ,0,"Lost in this melancholy thought, he was abruptly shaken out of it by a banging on the door. ""POLICE OPEN UP"" - what could this possibly be about, Michael was an average guy, not a criminal. ",-0.12685,He wants to contact his mother and let her know he is safe. ,0.4404,"As he goes to press the ring button, his phone starts showing a fuzzy screen, he notices all around him lights are flickering and there is a loud buzzing noise. All the technology around him is malfunctioning. ",0,No,
33,"Sep 11, 2020 2:43:55 pm","Sep 11, 2020 2:48:15 pm",Complete,,,,English,,1599849835_5f5bc56bb04210.70946207,negative,present,5e9b6317fab83b069d085560,0,She hasn't seen them in a few weeks and as such wants to visit them,0,They weren't home?,0,The red team Football,0,Red team score 5 in the second half to win,0.5859,He has been working hard for months,-0.1027,He gets to claim compensation,0,Having a dinner party,0.4019,He drops the potatoes all over the floor,0,to go for a swim,0,Natural disaster involving the amount of water ,-0.3818,A bottle of wine,0,Sally or her neighbour disappears the following day,-0.34,A business meeting,0,She's actually late / got the wrong date,-0.4767,A new car,0,She refuses to sell because of emotional reasons,0.1531,To eat breakfast,0,He starts crying,-0.4767,Phone his mother,0,The bill for the call is very expensive,0,No,
34,"Sep 11, 2020 2:42:19 pm","Sep 11, 2020 3:13:55 pm",Complete,,,,English,,1599849739_5f5bc50b971fb7.59996869,negative,present,5ed843fe0d2260359edd0013,0,She hasn't seen them for a few weeks.,0,They're not home.,0,They are playing the Red Team at football.,0.2023,They lost.,-0.3182,He has been working hard for months.,-0.1027,His passport was missing from his luggage.,-0.296,Having a dinner party.,0.4019,John's potatoes were a triumph - the best talked about potatoes in town.,0.8074,Swim in the sea.,0,She was swept away into dangerous waters.,-0.4767,A bottle of wine.,0,"The neighbour tries to apprehend Sally, but she smashes the bottle of wine over their head and flees.",-0.2617,For a business meeting.,0,She decides to kill time by making out with the taxi driver.,-0.6908,A new car.,0,She crashes the new car on the journey home.,0,To have his breakfast.,0,He poured the tea down the sink and made a coffee instead.,0,Contact his mother.,0,Sean explains to his mother why he fled his home country to join a militant terrorist group.,-0.5423,No,
35,"Sep 11, 2020 2:41:47 pm","Sep 11, 2020 3:02:43 pm",Complete,,,,English,,1599849707_5f5bc4eb209680.45630015,negative,present,5af5d34e25561e00013ab3d7,0,she has not seen them for a few weeks,0,they are not in as she expected maybe out enjoying the good weather,0.743,Blue team want to beat red team and they are playing football.,0.2732,they lose a player to injury,-0.6705,He has been working hard for months,-0.1027,someone returns the passport he reported stolen and he can enjoy his holiday now he does not have to get a new one.,0.4019,Having a dinner party,0.4019,She asks her husband to leave her in charge of kitchen and mix her a gin and tonic,-0.0516,Go for a swim in the sea,0,A pod of Dolphins swim close by,0,A bottle of wine,0,Someone she has not seen in ages appears to visit her out of the blue. They have brought a much nicer bottle of wine.,0.2202,A business meeting,0,The doorman of the building told her about an extraordinary little coffee shop that is tucked a way near by a secret special place ideal to ilde away some time.,0.7269,A new car,0,the dealer offers her very good price for it and she can get the car she really likes,0.742,To have his breakfast,0,He had no milk someone had used it so he had to go to the shop,-0.296,call his mother long distance on his mobile phone,0,his mum calls him on his mobile face timing him and cheered him right up,0.5106,No,
36,"Sep 11, 2020 2:42:03 pm","Sep 11, 2020 3:16:27 pm",Complete,,,,English,,1599849723_5f5bc4fb41b4c1.43770047,negative,present,5b942e793fe4370001e627e0,0,Because she hasn't seen them for a few weeks.,0,Someone she doesn't know answers the door.,0,"The blue team want to win against the red team, at football",0.6249,A spectator suddenly runs onto the pitch.,0,He is looking forward to his holidays because he has been working hard for months.,0.296,He meets an ex-girlfriend and they really start to hit it off.,0,They are having a dinner party.,0.4019,The family they have invited phone to say their car has broken down and they might not be able to make it.,-0.4767,She wants to swim in the sea.,0,There is a sudden cry for help and Rebecca sees a woman in the sea waving desperately and shouting.,-0.4588,She wants to buy a bottle of wine.,0,"She meets another neighbour who had seen the argument, and, commiserating with Sally, invites her to dine with their family.",-0.3612,She is going to Los Angeles for a business meeting.,0,"She hears the fire alarm of the building go off, and people start to hurry out of the building.",-0.5859,She wants to buy a new car.,0,"Another customer, setting out on a test drive backed into her old car and dented it.",0.0258,He goes down to have his breakfast.,0,There is a sudden power cut before the water has started to boil.,-0.2732,He wants to contact his mother to let her know he is safe.,0.4404,"He is answered by a voice he doesn't recognise, who immediately hangs up when Sean identifies himself.",0,No,
37,"Sep 11, 2020 2:43:13 pm","Sep 11, 2020 3:29:41 pm",Complete,,,,English,,1599849793_5f5bc541621345.70980952,negative,present,5f0a3d92c2226315b20ac8cd,0,because she havent seen them for a few weeks ,0,"she decided to visit them to catch up on things ,and to see if there ok",0.296,the blue team want to win aginst the red team in football,0.6249,the blue team where wearing their away gear cause they where playing away and at half time they where four goals ahead,0.2023,case he has being working hard for months,-0.1027,bills luggage is delayed and has a terrible time on holidays,-0.34,having a dinner party at their home,0.4019,john in to help perparing the dinner but his wife says she has made a mess of it,-0.34,put on her goggles and go for a swim in the sea,0,the lifeguard tells rebecca  the sea is safe to swim but they had bad weather today,-0.5859,a bottle of wine,0,the shop was open and bought her wine but had an argument with her neighbour on her way home,-0.5023,for a bussiness meeting,0,she take a taxi down town to the venue meeting and it turns out she was early and is ok with that,0.296,a new car,0,"she gets the loan from her bank and goes to car dealer but he tells her her old her is a classic and is worth thousands  ,but the she dont want to sell for sentimental reasons",0.6081,michael goes down stairs to make some tea,0,when micheal put the tea bags in tea pot it reminded him of the unhappy days when he was studying in university,-0.4215,sean wants to contact his mother on his phone because he is in a foreign country,0,the network has a strong signal but sean changes his mint about speaking with his mother,0.2846,No,
38,"Sep 11, 2020 2:39:10 pm","Sep 11, 2020 2:52:10 pm",Complete,,,,English,,1599849550_5f5bc44e936b21.12647266,negative,present,58eec4b09fbdde00011e95b0,0,She hasn't seen them for a few weeks.,0,Someone she does not know answers the door.,0,They are playing football they want to win because it shows they are the better team.,0.8316,Storm breaks out that forces the game to be canceled or replayed at a later date.,0,Because he wants a break from working hard.,-0.1027,He meets his ex girlfriend whilst on his holiday,0.4019,Having a dinner party,0.4019,He stabs her in the neck with the peeler,-0.4404,Swim in the sea.,0,She gets caught in a riptide.,0,So she has some alcohol to drink.,0,The neighbor kills her.,-0.5423,For a business meeting,0,She looks for somewhere to wait and gets mugged,0,A new car.,0,Someone crashes into her parked car rendering it worthless.,-0.4404,to have breakfast.,0,his doorbell rings and an old friend is standing there.,0.4939,Contact his mother.,0,A bird poops on his shoulder.,0,No,
39,"Sep 11, 2020 2:45:26 pm","Sep 11, 2020 2:59:47 pm",Complete,,,,English,,1599849926_5f5bc5c68d9283.31847600,negative,present,5e4b550cbc830a0625f5ceff,0,Sarah hasn't seen her parents for a couple of weeks.,0,Sarah parents doesn't answer the door because they are currently shopping at a store.,0,The Blue team wants to beat the Red Team in football.,0,The Red Team end up making a comeback to win the game.,0.5859,Bill is looking forward to his holidays because he has been working hard.,0.296,Bill finds an empty suitcase filled with money.,-0.2023,John and his wife are having a dinner party.,0.4019,Their dog picks up a potato peel from  off the ground and runs away with it.,0,Rebecca wants to go swimming in the sea.,0,Loud thunder erupts from the sky scaring Rebecca and changes her decision on wanting to swim today.,-0.4404,Sally wanted to buy a bottle of wine.,0,The shop owner tells both of them to leave the shop because their argument was disturbing other customers.,-0.7184,Belinda is going to Los Angeles for a business meeting.,0,Belinda is warmly greeted by her boss.,0.5859,Lucy wants to buy a new car.,0,The dealer buys her old car for more than she was asking for and gives her a deal on a new car.,0,Michael goes downstairs to eat his breakfast.,0,Michael accidentally knock over the pot filled with water.,-0.34,"Sean wants to contact his mother, so she knows he is safe.",0.4404,Sean is unable to get in touch with his mother.,0,No,
40,"Sep 11, 2020 2:45:23 pm","Sep 11, 2020 2:59:27 pm",Complete,,,,English,,1599849923_5f5bc5c3b902f9.86482216,negative,present,5e8646ec42953f0e9bd50696,0,She visits because she has not seen them for a few weeks.,0,Her parents were not in?,0,They want to win against the red team in football.,0.6249,The blue team scored four goals also.,0,He has been working hard for months.,-0.1027,Bill needed his passport but it was inside his suitcase.,0,They are having a dinner party.,0.4019,They have an argument about the potatoes?,-0.3612,Rebecca wants to swim in the sea.,0,It starts raining?,0,Sally wants to buy a bottle of wine.,0,Sally dropped the bottle of wine?,0,She is going for a business meeting.,0,The meeting is cancelled?,-0.25,A new car.,0,Lucy keeps her old car.,0,To have his breakfast.,0,He spilt the tea?,0,He wants to contact his mother to let her know he is safe.,0.4404,The network loses signal?,-0.3182,No,
41,"Sep 11, 2020 2:45:28 pm","Sep 11, 2020 2:56:55 pm",Complete,,,,English,,1599849928_5f5bc5c8cfaad2.01093545,negative,present,5d6e5990e77e580001531bc9,0,she hasn't seen them in a few weeks,0,"they're not in, maybe they're on holiday",0.4019,"against the reds, playing football",0.2023,Blues go on to score 4 own goals making the match even,0,he's been working hard for months,-0.1027,"Well, Bill turns out to be a muppet, because he shoved his passport in his suitcase, thusly rendering any chance of getting on a plane nil, and stranding him in airport limbo for a fortnight, where he decides to make the best of it and spends 2 weeks getting trollied in the duty free.",0.891,having a dinner party,0.4019,"John realises he hates dinner parties with a burning passion, and instead asks his wife if she wants to leave all this behind and go and get fish and chips to eat in the park",0.3818,swim in the sea,0,"Rebecca realises that swimming in the sea in the UK is a fools errand and instead, decides to treat herself like the queen she is, and goes on a month long jaunt to the Bahama's where the sea is a reasonable temperature instead.",0.25,a bottle of wine,0,"Sally is the kind of neighbour who drunk shops at 11pm because she's already finished all the wine in the house, thusly getting into a strop with her neighbour who didn't appreciate her falling asleep off her head on the bonnet of his car while he was parked to nip into the offie for a packet of fags and a twirl.",-0.4963,she has a business meeting,0,"Belinda is an insufferable bint to the cab driver because god forbid you get somewhere early, so he drives her 4 miles out and dumps her in the burbs where he cheerfully tells her where to stick her tip and drives off into the sunset a happier man.",0.5574,a new car,0,"She decides to trade it for a tesla, because why the hell not",-0.6808,to have breakfast,0,"he decides he's had enough of the rat race and how he was forced into it by his uni degree, chosen in a rush, and has now decided to play harmonica in an experimental jazz band",0,talk to his mother,0,his mother walks round the corner in front of him to Sean's dismay,-0.4215,No,
42,"Sep 11, 2020 2:45:35 pm","Sep 11, 2020 2:55:35 pm",Complete,,,,English,,1599849935_5f5bc5cf589d97.53927342,negative,present,5decc61a488cde39be161a91,0,She hasn't seen them for a few weeks,0,The door fell off. Her dad was fixing the hinges.,0,The red team in football.,0,A rabbit runs on to the pitch and scores for the red team,0,He has been working hard for months,-0.1027,He was given an extra week holiday because of the luggage delay,0.1027,Having a dinner party,0.4019,She makes John angry causing him to cut off the end of his thumb,-0.6597,Swim on the sea,0,A huge wave lifts her out of the sea dumping her on the lifeguard.,0,A bottle of wine,0,The neighbour's dog pees on her leg,0,A business meeting,0,She goes to the coffee shop opposite and meets the love of her life,0.6369,A new car.,0,She discovers it's worth twice what he new car is costs.,0.2263,To have breakfast,0,So he got coffee instead that reminded of the happy days at uni,0.5719,Let his mother to let her know he is safe,0.4404,He faints from over anxiety,-0.1779,No,
43,"Sep 11, 2020 2:45:50 pm","Sep 11, 2020 3:27:20 pm",Complete,,,,English,,1599849950_5f5bc5dea7b758.96344426,negative,present,5c23615d70d93a0001202ea2,0,sarah visits her parents as she hasnt seen them for a few weeks ,0,they arent home ,0,the blue team want to win against the red team in football,0.6249,the red team come out in the second half and score 5 goals and win the game ,0.5859,bill is looking forward to his holiday as he has been working hard for months ,0.3182,the luggage bill received was not his luggage but someone else's luggage ,0,they are having a dinner party ,0.4019,john's wife takes over cooking the food and john ends up doing the cleaning up ,0,she wants to go for a swim in the sea ,0,when she went out to swim a storm approached and everyone had to leave the beach ,-0.0516,she wants to buy a bottle of wine ,0,"after she has her arguement sally is shaken up and drops the bottle on the floor , she decides to go buy a new one and the shop is closed ",-0.0772,for a business meeting ,0,"but as time goes on no one shows up , the taxi driver had driven her to the wrong place ",-0.7876,she wants to buy a new car,0,she keeps the car but still buys the new one ,0,michael goes downstairs to have his breakfast ,0,michael then remembers that the tea always got him through the studying and helped him pass,0,he wants to call his mother ,0,his mother picks up the phone but the phone dies as he has no battery left ,-0.4215,No,
45,"Sep 11, 2020 2:43:13 pm","Sep 11, 2020 2:53:31 pm",Complete,,,,English,,1599849793_5f5bc541af0050.58149338,negative,present,5eb08db7b7c2711420b70629,0,She hasn't seen them in a few weeks,0,"Her parents aren't there, even though their cars are",0,They want to win against the Red Team and are playing football.,0.7096,The red team won the match,0.5719,He has been working hard for months ,-0.1027,"On his last day, he is excited to go home but his flights get cancelled and he has to stay another two days",-0.2023,Having a dinner party,0.4019,His wife got mad that he made a mess,-0.6908,To go for a swim in the sea,0,"There are strong currents in the sea and she struggles to swim, and has to get brought in by the life guards",0.2023,A bottle of wine,0,She had an argument with her neighbour and didn't get to go to the shop,-0.3612,For a business meeting,0,She gets mugged by two people,0,A new car,0,"She sells the car and realises she got scammed, in actual fact, the car is worth a lot more then what she sold it for ",0.2263,To have his breakfast,0,He was reminded of a bad memory and it put him in a bad mood,-0.7906,He wants to call his mother to let her know that he is safe,0.4404,His mom didn't pick up,0,No,
46,"Sep 11, 2020 2:46:12 pm","Sep 11, 2020 2:56:50 pm",Complete,,,,English,,1599849972_5f5bc5f4c5dc16.59408085,negative,present,5c924468a5c1db00144f7fcb,0,Because she hasn't seen them for a few weeks,0,They was not in,0,They want to win against the blue team at football,0.6249,The match got called off due to bad weather,-0.5423,he has been working hard for months,-0.1027,he died,-0.5574,dinner party,0.4019,his wife kills him,-0.5423,go for a swim,0,she drowned,-0.5994,a bottle of wine,0,she got beat up by her neighbour,0,business meeting,0,the plane crashes,0,a new car,0,the car dealer changed his mind,0,to have breakfast,0,he choked on his breakfast,-0.4767,he wants to contact his mother,0,she was ill,-0.4215,No,
47,"Sep 11, 2020 2:46:32 pm","Sep 11, 2020 3:00:01 pm",Complete,,,,English,,1599849992_5f5bc60832ff99.36860588,negative,present,5f4a5983a08b215d74d2cd99,0,she hasn't seen her parents for a few weeks,0,Someone else answered the door,0,They want to beat the red team at football,0.0772,"All the red team caught a stomach bug and had to forfeit, but it was an empty victory.",-0.296,Because Bill has been workong hard for months. Poor Bill.,-0.2897,"He returns home to find out he has been fired for not actually booking a holiday, he just left without saying anything.",-0.7057,They are having a dinner party that evening.,0.4019,"John agrees with her, and apologises. Asking his wife to show him how to correctly peel potatoes. Normally he would have thrown a potatoe at her head.",0.127266667,go for a swim in the sea.,0,"Lighting strikes the lifeguard tower, and Rebecca then goes for swim, thankful that the bossy lifeguard was electrocuted.",0.296,A bottle of wine. ,0,"She drinks the whole bottle of wine after her stressful argument with her neighbour, and has to go and buy more. ",-0.7003,She's going to a 'business meeting'. ,0,The Taxi driver then takes her on a free tour throughout L.A until she is due.,0.5106,A new car.,0,"While pondering the sentimental value of her car, she fails to see the oncoming traffic and totals her 'classic' car. Lucy realises that hindsight is a wonderful thing.",0.3991,To eat his breakfast.,0,"Inside the bag on tea bags is a golden ticket, and Michael gets to go to Philly Tonkers Tea factory. It was very boring. ",-0.1902,He wants to contact his mother to let her know he is safe.,0.4404,"The sun from his exotic holiday caused Sean's phone to turn off, to avoid overheating.",0.128,No,
48,"Sep 11, 2020 2:46:40 pm","Sep 11, 2020 2:57:03 pm",Complete,,,,English,,1599850000_5f5bc6104e6136.34086662,negative,present,5f2727237db2474089b79602,0,she visits them to catch up with them as she hasnt seen them in a while.,0,her parents moved out an somebody else lives there now,0,they want to win verus the red team in football.,0.6249,reds came back and won the game,0.5719,as he has been working hard,-0.1027,some of his clothes are missing,-0.296,having a dinner party,0.4019,she gets mad and cancels the party,-0.34,for a swim in the sea,0,she is swept out to sea,0,wine,0,she drops the wine,0,for a business meeting,0,she was at the wrong place,-0.4767,wants to buy a car,0,she is rejected by the bank,-0.5106,to have breakfast,0,there was no tea bags,-0.296,to contact his mother,0,she doesnt pick up,0,No,
49,"Sep 11, 2020 2:46:34 pm","Sep 11, 2020 2:54:29 pm",Complete,,,,English,,1599849994_5f5bc60ab06406.35080168,negative,present,5d55a0f63af827001981b8d6,0,She hasn't seen them recently.,0,There was no answer,-0.296,Football  Red team,0,One of the players does a foul,0,He has been working hard for months.,-0.1027,He comes home and decides to complain about his luggage being delayed ,-0.5267,Having a dinner party,0.4019,They have a huge argument and cancel the dinner party,0.128,Go for a swim,0,There is a huge wave and she decides not to go in the sea.,0.3182,A bottle of wine,0,She has a fight and has to go to hospital,-0.3818,For a business meeting,0,She decides to go for a drink and gets too drunk,-0.34,A new car,0,She wins some money so doesn't have to sell the car.,0.5719,To have his breakfast and makes some tea.,0,The electricity is off,0,Ring his mother to let her know he is safe,0.4404,He speaks to his mother and she is happy to hear his voice.,0.5719,No,
51,"Sep 11, 2020 2:46:24 pm","Sep 11, 2020 2:54:01 pm",Complete,,,,English,,1599849984_5f5bc60081d150.89902793,negative,present,5d53bdc9b18d590018dac171,0,Because she hasn't seen them for a few weeks.,0,"There is no one there, the bands are drawn.",-0.296,Blue team are playing the red team at football.,0.2023,The Red team change tactics and in a ten minutes level up.,0,Because he has been working hard for months.,-0.1027,He receives someone else's clothes in his luggage.,0,Hosting a dinner party,0.4019,The dog takes over the potato peeling.,0,Go for a swim in the sea.,0,A boat with refugees aboard comes into view.,0.0258,Bottle of wine.,0,A moped drives right up to her and the driver takes her bottle of wine.,0,For a business meeting.,0,She watches a gang of armed robbers enter the bank next door.,0,A new car,0,She changes her mind.,0,To have his breakfast.,0,Someone who he didn't like from his university days telephones him. ,-0.2755,Phone his mum to say he is safe.,0.4404,Someone else answers the phone at his mothers house - his mother lives alone. ,-0.25,No,
52,"Sep 11, 2020 2:46:25 pm","Sep 11, 2020 2:54:35 pm",Complete,,,,English,,1599849985_5f5bc6019efdc8.22763330,negative,present,5d88dec3439d210016835821,0,She has not seen them for a few weeks ,0,Perhaps they weren't in,0,They wish to win against the red team at football,0.7579,The red team make an unexpected recovery,0,He is looking forward to the holidays because he has been working hard for months,0.296,Something nice happens upon his return,0.4215,Having a dinner party,0.4019,Those coming for the dinner party compliment the potatoes ,0.7003,Swim in the sea,0,She is dragged under the water by a strong wave,0.4767,A bottle of wine,0,The neighbour apologises with an extra bottle of wine,0.2023,For a business meeting,0,Those she was intending to meet happen to also be early,0,A new car ,0,A newer model of her previous car happens to be in the dealership,0,To have breakfast,0,One of his university friends contacts him later that day,0.4767,Contact his mother to ensure she knows he is safe,0.6705,She calls him,0,No,
53,"Sep 11, 2020 2:47:27 pm","Sep 11, 2020 2:55:54 pm",Complete,,,,English,,1599850046_5f5bc63ee145f3.19154411,negative,present,5b1a88970ada0a0001e0f483,0,because she hasnt seen them,0,the birds are singing in the trees,0,"they are against the red team, in football",0,the blue team are ahead by four goals,0,hes been working hard for months,-0.1027,he had a terrible holiday,-0.1027,having a dinner party,0.4019,he makes a mess of the potatoes,-0.3612,swim in the sea,0,the lifeguard says its safe but the weather is bad,-0.5859,wine,0,she has an argument with her neighbour,-0.3612,shes going to a business meeting,0,shes too early,0,a new car,0,her car is worth a lot ,0.2263,to have breakfast,0,he was reminded of how unhappy his days at university wrere,-0.4215,talk to his mother,0,he has strong signal on his phone and is anxious when talking to his mother,0.3182,No,
54,"Sep 11, 2020 2:47:21 pm","Sep 11, 2020 3:05:40 pm",Complete,,,,English,,1599850041_5f5bc639a78949.03237091,negative,present,5f398011c2525250d09b340a,0,Because she hasn't seen them for a few weeks.,0,Nobody answered the door.,0,"The red team, in football.",0,"The red team staged a remarkable comeback in the second half, scoring 5 goals and winning 5-4 against the blue team.",0.7906,He has been working hard for many months without a holiday.,-0.3935,"Bill gets offered an extra weeks holiday in compensation for his luggage delay, and he enjoys his extra holiday",0.7506,Having a dinner party.,0.4019,"Rather than arguing as he usually would, he apologizes to his wife and takes care with the rest, and his wife thanks him",0.6808,Swim in the sea,0,"It suddenly starts to rain heavily with strong winds, and Rebecca chooses not to swim any more.",0.5106,a bottle of wine,0,Sally was so distracted by the argument that she dropped her bag and the wine bottle smashed.,-0.6825,For a business meeting,0,Belinda was actually mistaken about the time of the meeting and had in fact arrived just in time.,-0.3612,A new car,0,"Lucy changes her mind about her car and now likes it, so decides against buying a new one",0.4215,To go and have breakfast,0,He gets an email from work saying he's got a promotion.,0,Let his mother know that he is safe.,0.4404,He wasn't able to connect the call because he doesn't know the international calling code for his home country.,0,No,
55,"Sep 11, 2020 2:47:26 pm","Sep 11, 2020 3:00:22 pm",Complete,,,,English,,1599850046_5f5bc63ecc2586.77659912,negative,present,5f0879b5fc8e5a083c495393,0,She hasn't seen them in a long time ,0,"Something came up, meaning she couldn't visit ",0,The red team and football ,0,"One of the best blue team players was injured during halftime, meaning they had to substitute him with someone else, the red team nearly win as a result ",0.743,Because he has been working for so long,0,"On the return trip home from his terrible holiday, he meets a nice lady, they talk and decide to meet-up for a drink sometime",0.34,Making dinner together,0,"John decides to break up with his wife. What kind of psychotic lady would John want to marry who says he has made a mess of dinner because of the way he peeled the potatoes? Not the kind of wife he married. He is better off without her and her constant, petty criticisms.",-0.0611,Go for a swim,0,"The weather continues to worsen, resulting in a large storm on the horizon with torrential winds and downpour.",-0.5106,Wine,0,She dropped the bottle of wine,0,Business trip,0,"Another car pulls up and from it, her boss steps forth",0,A new car ,0,"A mysterious figure sees her pull up in her old car one day, recognises it as a classic and offers her double the money the car broker offered",0,To have breakfast ,0,"Then he remembers all the good times he had as well; drinking with mates, playing card games and winning food off his friends, meeting new people and the friendships he made. ",0.9313,Talk to his mother ,0,"The mother picks up but is quickly cut off by a mysterious loss of signal, how strange, it was so strong earlier...",0.016,No,
56,"Sep 11, 2020 2:50:04 pm","Sep 11, 2020 3:16:41 pm",Complete,,,,English,,1599850204_5f5bc6dccc0a91.73138587,negative,present,5bd7b4053dac81000124b592,0,As she has not seen them in a few weeks she may be feeling guilty for not visiting sooner,-0.3182,Maybe the door is not locked and opens,0,They want to win against the Red team at football. ,0.6249,The Red team start playing better and start to close the gap in the score. ,0.5719,He is looking forward to a break after workng really hard for months. ,-0.1761,"After his luggage being delayed, he discovers his passport is no longer in his suitcase and has either been lost, or stolen. ",-0.8225,They are hosting a dinner party. ,0.4019,"His wife is feeling stressed and takes it out on him by having a go at him, despite him doing nothing wrong, and wants to cancel the dinner party. ",0.33,She wants to go for a swim. ,0,"As she is swimming, the weather takes a turn for the worse and she gets into difficulty whilst swimming. ",-0.6705,A bottle of wine. ,0,"Due to having an argument with her neigbour, she is late for the shop and it closes. ",-0.3612,She is going for a business meeting. ,0,"It is too early for her to go into the meeting and she has to wait outside, and it starts to rain and she gets soaked. ",0,She wants to buy a new car. ,0,"It turns out it is not actually her car to sell. It is perhaps her parents, and she does not apreciate that it is an okd classic car. ",0,He has went downstairs to have his breakfast. ,0,His electric cuts out and he cannot brew the tea. ,-0.296,"Sean wants to hear a friendly, comforting voice. ",0.7096,His battery dies,0,No,
